pot,region,pop,trt,geno,lab,alt_lab1,alt_lab2,vwc_adj,group,biomass_belowground,biomass_rhizome,biomass_aboveground,flwr_mass_final,flwr_mass_1.2,flwr_mass_4,flwr_mass_lifetime,did_flwr,flwr_color,flwr_count_1.2,flwr_len_1.2,flwr_avg_ind_len,flwr_avg_ind_mass,max_height,ht.91-130,ht.80-90,ht.70-79,ht.49-69,ht.38-48,ht.30-37,ht.20-29,ht.10-19,ht.1-9,avg_predawn_mpa_expt,avg_midday_mpa_expt,avg_predawn_mpa_drydown,avg_midday_mpa_drydown
1,Boulder,A,ND,1,A01,A1ND,NDA1,28.8375,2,0.71,0.95,1.52,0,0.1566,0.0461,0.2027,1,green,12,35.5,2.95833,11.93571,54.61,51.5667,51.1,50.6,52.855,NA,41.5667,23.5,14.2667,6.2,-2.6,-1.8,NA,NA
2,Boulder,A,ND,2,A02,A2ND,NDA2,30.29,2,1.04,0.96,2.04,0,0,0.1053,0.1053,1,NA,0,0,NA,NA,76.6,76.1333,63.5,51.4,45.085,NA,22.6667,12.9,9.1,5.6,-2.5,-2.4,NA,NA
3,Boulder,A,ND,3,A03,A3ND,NDA3,32.95,2,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,8.5,NA,NA,NA,NA,NA,8.5,8.5,8.5,4.6667,NA,NA,NA,NA
4,Boulder,A,ND,4,A04,A4ND,NDA4,29.72,2,1.03,0.64,2.24,0.0132,0.0473,0.1079,0.1684,1,green,6,13.7,2.28333,6.1125,61.3,52.9,37.4,37.5,36.8475,NA,30.9333,15.75,8.5667,4.5667,-5.45,-5.85,NA,NA
5,Boulder,A,ND,5,A05,A5ND,NDA5,29.13,2,1.07,0.7,2.73,0,0.0052,0.0935,0.0987,1,green,4,5.8,1.45,1.4,64,62.3833,57.1,56.6,46.3875,NA,19.0333,7.55,6.8333,5.4,NA,NA,NA,NA
6,Boulder,A,ND,6,A06,A6ND,NDA6,28.35,2,1.7,1.47,3.35,0,0.3391,0,0.3391,1,green,18,57.6,3.2,18.885,71.8,71.2167,69.6,70.1,69.29,NA,63.6667,39.3,27.6,9.8333,NA,NA,-0.2,-1.25
7,Boulder,A,ND,7,A07,A7ND,NDA7,30.01666667,2,0.9,0.9,2.36,0.0167,0.0633,0.1404,0.2204,1,green,4,11.2,2.8,14.84,69.4,62.15,69.4,60.2,53.34,NA,30.2333,17.5,9.5,6,-2.5,-2.55,NA,NA
8,Boulder,A,ND,8,A08,A8ND,NDA8,30.4,2,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,9.3,NA,NA,NA,NA,NA,9.3,9.3,9.2667,7.5667,NA,NA,NA,NA
9,Boulder,A,ND,9,A09,A9ND,NDA9,29.46,2,0.22,0.59,0.75,0,0,0.0634,0.0634,1,NA,0,0,NA,NA,70.8,63.7667,31.8,29.9,20.72,NA,7.1,7.1,6.3667,5.6333,NA,NA,NA,NA
10,Boulder,A,ND,10,A10,A10ND,NDA10,30.42,2,0.62,0.7,1.31,0,0.0182,0.1667,0.1849,1,green,2,5.1,2.55,4.55,63,52.45,38.5,31.1,29.32,NA,27.6333,16.5,11.4,5.2333,-1.3,-2.05,NA,NA
11,Boulder,A,ND,11,A11,A11ND,NDA11,27.1,2,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,12.6,NA,NA,NA,NA,NA,12.6,12.6,12.6,10.9,NA,NA,NA,NA
12,Boulder,A,ND,12,A12,A12ND,NDA12,30.73,2,0.57,0.82,1.72,0.0299,0.0253,0.0675,0.1227,1,green,2,5.1,2.55,8.7,52.6,48.65,39,36.3,33.7075,NA,20.4667,14,7.7,5.9333,-0.6,-2.05,NA,NA
13,Boulder,A,ND,13,A13,A13ND,NDA13,29.85,2,0.58,1.02,1.64,0,0.0275,0.0569,0.0844,1,green,1,4.6,4.6,13.75,78.5,70.4833,57.5,49.2,49.365,NA,36.8,24.75,19.0333,9.2,-2.3,-2.4,NA,NA
14,Boulder,A,ND,14,A14,A14ND,NDA14,33,2,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,6.2,NA,NA,NA,NA,NA,6.2,6.2,6.2,5.8333,NA,NA,NA,NA
15,Boulder,A,ND,15,A15,A15ND,NDA15,31.1,2,1.09,1.29,2.36,0,0.0722,0,0.0722,1,green,8,21.9,2.7375,7.24,58.6,58.2833,54.4,58.1,58.21,NA,44.4667,23.8,15.8333,7.3,-1.8,-2.3,NA,NA
16,Boulder,A,ND,16,A16,A16ND,NDA16,31.23333333,2,1.21,1.65,2.32,0,0.0807,0.0381,0.1188,1,green,8,26.6,3.325,7.88,59.1,56.1333,45.4,47.1,47.045,NA,38.3667,25.85,18.9667,9.1,-2.4,-3.05,NA,NA
17,Boulder,A,ND,17,A17,A17ND,NDA17,31.28333333,2,0.35,0.95,1.16,0,0.0057,0.135,0.1407,1,green,1,3.5,3.5,2.85,63,59.3,41,38.1,37.7825,NA,13.2,7.45,6.9333,5.9667,NA,NA,NA,NA
18,Boulder,A,D,1,A01,A1D,DA1,9.785714286,1,0.04,0.41,0.38,0,0,0,0,0,NA,0,0,NA,NA,43.6,31.85,22,20.6,10.2925,NA,23.5333,11.5,11.5,7.5333,NA,NA,NA,NA
19,Boulder,A,D,2,A02,A2D,DA2,11.01428571,1,0.13,0.72,0.66,0,0,0,0,0,NA,0,0,NA,NA,45.4,33.9333,20.4,20.1,17.67,NA,9.3,8.8,8.0667,5.3333,-0.3,-2.3,NA,NA
20,Boulder,A,D,3,A03,A3D,DA3,11.8,1,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,5.9,NA,NA,NA,NA,NA,4.8,4.8,4.8,5.9,NA,NA,NA,NA
21,Boulder,A,D,4,A04,A4D,DA4,8.494444444,1,0.55,0.59,2.17,0,0.0706,0.1312,0.2018,1,green,7,17.3,2.47143,10.65714,48.8,47.0167,44.8,44.6,43.89,NA,28.5,17.5,11.1333,4.7,-2.3,-4.45,NA,NA
22,Boulder,A,D,5,A05,A5D,DA5,12.55,1,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,6.5,NA,NA,NA,NA,NA,6.5,6.5,6.4,5.8,NA,NA,NA,NA
23,Boulder,A,D,6,A06,A6D,DA6,8.575,1,tr,tr,tr,tr,0.086,0,0.086,1,green,5,14.8,2.96,17.6,65.6,65.2667,64.4,65.1,62.83,NA,32.5667,15.45,11.2333,6.3333,NA,NA,-0.2,-0.55
24,Boulder,A,D,7,A07,A7D,DA7,8.583333333,1,0.48,1.04,2.44,0.0232,0.0728,0.1523,0.2483,1,green,6,19.5,3.25,9.8125,59.9,59.1,58.4,58.4,58.41,NA,42.8333,30.65,18.9333,7.9,-6.5,-5.35,NA,NA
25,Boulder,A,D,8,A08,A8D,DA8,9.95,1,tr,tr,tr,tr,0.0198,0,0.0198,1,green,2,4,2,4.13333,51.6,48.6667,44.5,44.3,37.0725,NA,20.6667,13.3,10.6,7.3667,NA,NA,NA,NA
26,Boulder,A,D,9,A09,A9D,DA9,10.45,1,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,6.5,NA,NA,NA,NA,NA,6.5,6.5,6.3667,6.0667,NA,NA,NA,NA
27,Boulder,A,D,10,A10,A10D,DA10,9.521428571,1,0.12,0.25,0.3,0,0,0.0725,0.0725,1,NA,0,0,NA,NA,46.9,42.3667,32.4,20.3,12.48,NA,5.6,5.35,5.1,4.7667,-1.3,-2.25,NA,NA
28,Boulder,A,D,11,A11,A11D,DA11,10.6,1,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,6.4,NA,NA,NA,NA,NA,6.2,6.2,6.2,6.3,NA,NA,NA,NA
29,Boulder,A,D,12,A12,A12D,DA12,9.327777778,1,0.34,0.58,1.29,0,0.0299,0.1179,0.1478,1,green,2,6.8,3.4,10.93333,48.5,44.3667,32.1,32.1,31.925,NA,29.7333,22.65,15.1333,6.0333,-1.55,-2.1,NA,NA
30,Boulder,A,D,13,A13,A13D,DA13,8.235,1,tr,tr,tr,tr,0.0373,0,0.0373,1,green,4,10.2,2.55,7.06667,50.5,48.6667,50.5,49.5,49.1975,NA,38.4,23.85,18.6,9.7,NA,NA,-0.2,-0.45
31,Boulder,A,D,14,A14,A14D,DA14,10.5,1,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,8.3,NA,NA,NA,NA,NA,8.3,8.3,8.3,6.3667,NA,NA,NA,NA
32,Boulder,A,D,15,A15,A15D,DA15,8.21,1,tr,tr,tr,tr,0.0808,0,0.0808,1,green,8,19.5,2.4375,8.46,53.1,52.7333,53.1,53.1,50.965,NA,38.7,20.7,15.1,7.4333,NA,NA,-0.3,-0.6
33,Boulder,A,D,16,A16,A16D,DA16,10.75,1,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,7.6,NA,NA,NA,NA,NA,7.6,7.6,7.6,6.3,NA,NA,NA,NA
34,Boulder,A,D,17,A17,A17D,DA17,8.9,1,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,8.1,NA,NA,NA,NA,NA,8.1,8.1,8.1,5.8667,NA,NA,NA,NA
35,Boulder,K,ND,1,K01,K1ND,NDK1,29.3125,16,1.84,2.01,3.58,0,0.3159,0,0.3159,1,green,27,82.1,3.04074,11.78621,50.2,46.1167,49.4,49.2,49.115,NA,34.4333,25.6,18.9333,9.1,-6.5,-6.5,-0.5,-1.6
36,Boulder,K,ND,2,K02,K2ND,NDK2,30.5,16,1.27,2.02,3.21,0.0767,0.1994,0.0767,0.3528,1,green,15,50,3.33333,12.6875,53.3,52.6833,52,53.1,52.185,NA,39.9,28.7,19.3333,10.15,-2.4,-3.3,-0.3,-1.4
37,Boulder,K,ND,3,K03,K3ND,NDK3,29.825,16,1.74,1.68,3.83,0,0.1791,0,0.1791,1,green,18,44,2.44444,7.515,60.5,60.2,60.3,59.4,58.5925,NA,39.8,34.35,22,9.65,-4.35,-7,NA,NA
38,Boulder,K,ND,4,K04,K4ND,NDK4,30.8125,16,0.47,1.8,1.14,0,0.0405,0,0.0405,1,green,2,7,3.5,13.8,56.9,47.3833,55.5,55.4,54.955,NA,44.1333,35.2,21.7,7.45,-0.55,-1.8,-0.45,-2.1
39,Boulder,K,ND,5,K05,K5ND,NDK5,31.15,16,0.95,2.1,2.1,0.0787,0.1276,0.0787,0.285,1,green,11,30.4,2.76364,12.39231,54.9,51.15,50.3,54.9,51.8825,NA,35.9,22.45,19.8667,8.9,-0.5,-1.45,NA,NA
40,Boulder,K,ND,6,K06,K6ND,NDK6,29.6,16,1.54,2.08,3.11,0,0.1471,0,0.1471,1,green,11,40.8,3.70909,11.33333,55.8,55,55.1,55,54.2375,NA,43.8333,26.85,19.3,8.85,NA,NA,-0.55,-1.6
41,Boulder,K,ND,7,K07,K7ND,NDK7,30.93,16,1.19,1.72,2.74,0.1515,0.082,0.1515,0.385,1,green,6,20.5,3.41667,11.38571,71.9,70.75,67.2,67.3,66.37,NA,43.8,27.45,17.5333,8.25,NA,NA,NA,NA
42,Boulder,K,ND,8,K08,K8ND,NDK8,30.16666667,16,1.14,1.85,2.48,0.1496,0.1752,0.1496,0.4744,1,green,6,23.4,3.34286,11.12222,59.8,59.8,59.8,59.8,58.76,NA,44.6333,30.7,19.6,9.25,-3.55,-3.05,-0.25,-0.85
43,Boulder,K,ND,9,K09,K9ND,NDK9,28.73333333,16,2.17,2.92,5.24,0,0.5516,0,0.5516,1,purple,34,110.9,3.16857,15.49189,66.8,64.6167,65.9,65,65.15,NA,48.9,35.7,25.4333,8.85,NA,NA,NA,NA
44,Boulder,K,ND,10,K10,K10ND,NDK10,28.7875,16,1.6,1.76,3.02,0.0117,0.2349,0.0117,0.2583,1,purple,18,49.1,2.72778,10.965,60.9,60.5667,60.9,60.9,60.5625,NA,42.4667,28,19.6667,9.45,NA,NA,-1.6,-1.4
45,Boulder,K,ND,11,K11,K11ND,NDK11,30.6,16,1.05,1.93,4.2,0.0288,0.2635,0.0288,0.3211,1,green,9,32.1,3.56667,30.28,63.7,63.2333,63.7,63,58.505,NA,33.1,19.9,12.8,5.55,NA,NA,NA,NA
46,Boulder,K,ND,12,K12,K12ND,NDK12,30.825,16,1.33,1.75,2.68,0,0.088,0,0.088,1,green,9,27.8,3.08889,7.41818,55,53.2,54.9,54.7,53.8525,NA,36.6667,21.55,14.8667,5.6,-1.7,-2,-0.35,-1.5
47,Boulder,K,ND,13,K13,K13ND,NDK13,28.53333333,16,0.76,1.32,1.66,0,0.1558,0,0.1558,1,green,14,30.8,2.2,10.40625,44.45,42.9833,42.6,42.2,43.275,NA,33.5,24.7,20.2333,9.5,NA,NA,NA,NA
48,Boulder,K,ND,14,K14,K14ND,NDK14,29.88,16,1.06,1.48,2.12,0,0.0546,0,0.0546,1,green,4,10.5,2.625,13.86,60.9,60.0833,60.5,59.1,53.68,NA,32.6,21.6,13.3667,5.95,NA,NA,NA,NA
49,Boulder,K,ND,15,K15,K15ND,NDK15,27.525,16,1.66,2.69,3.77,0,0.082,0,0.082,1,green,11,33,3,11.13846,65.9,64.1,64.2,65.3,63.215,NA,51.2,37.9,27.2333,11.2,NA,NA,NA,NA
50,Boulder,K,ND,16,K16,K16ND,NDK16,29.08333333,16,1.14,2.5,4.39,0,0.1285,0,0.1285,1,green,13,41.7,3.20769,9.15333,86.9,84.8167,85.8,85.8,84.81,NA,43.8333,27.2,17,7.15,NA,NA,NA,NA
51,Boulder,K,ND,17,K17,K17ND,NDK17,29.1,16,1.95,1.97,4.29,0,0.2875,0,0.2875,1,green,18,48.1,2.67222,18.27,83,82.6333,82.4,81.9,79.87,NA,54.6667,37,25.5333,11.7,NA,NA,NA,NA
52,Boulder,K,D,1,K01,K1D,DK1,7.94375,15,1.23,1.97,2.22,0,0.0538,0,0.0538,1,green,7,26.7,3.81429,6,48.2,42.5333,44.6,45.9,46.96,NA,33.5333,26,19.3333,7.2,-6,-6.5,-1.15,-2.1
53,Boulder,K,D,2,K02,K2D,DK2,8.835714286,15,0.72,1.17,2.04,0,0.1427,0,0.1427,1,green,11,35.6,3.23636,10.19231,52.1,51.9333,51.9,52.1,51.45,NA,38.2667,31,21.9,10.3,-3,-6.5,-0.6,-1.75
54,Boulder,K,D,3,K03,K3D,DK3,10.9375,15,0.75,0.95,3.32,0.0192,0.0511,0.0192,0.0895,1,green,7,18.1,2.58571,5.4125,56,55.7167,55.3,56,47.87,NA,36.5,28.8,19.5667,9.15,-2.55,-2.55,NA,NA
55,Boulder,K,D,4,K04,K4D,DK4,8.385714286,15,0.74,1.52,2.8,0.0146,0.1593,0.0146,0.1885,1,green,14,36.9,2.63571,9.16875,53.4,46.5,49.1,53.4,53.17,NA,40.7333,31.25,20.3333,9.8,-2.55,-3.55,-0.5,-2.15
56,Boulder,K,D,5,K05,K5D,DK5,8.592857143,15,0.66,1.65,2.29,0,0.1869,0,0.1869,1,green,15,44,2.93333,11.4375,50.1,50.05,49.8,50,49.665,NA,38.2,25.6,18.5,7.95,-2.4,-2.25,NA,NA
57,Boulder,K,D,6,K06,K6D,DK6,8.757142857,15,tr,tr,tr,tr,0.1424,0,0.1424,1,green,9,34,3.77778,14.66,70.485,70.1,59.3,69.2,69.8425,NA,47.3667,33.6,27.3667,10.6,NA,NA,-0.45,-1.45
58,Boulder,K,D,7,K07,K7D,DK7,12.1,15,0.68,1.4,2.92,0.2475,0.0672,0.2475,0.5622,1,green,4,15.5,3.875,13.82,80.4,71.3333,64.5,64.5,64.3175,NA,39.5667,24.65,18.1,9.5,NA,NA,NA,NA
59,Boulder,K,D,8,K08,K8D,DK8,7.98,15,1.02,2.11,2.88,0.0507,0.2384,0.0507,0.3398,1,green,13,45.7,3.51538,15.36,58.4,58.0333,57.5,58,57.075,NA,38.7333,28.5,17.8667,7.1,-6.5,-4.75,-0.75,-2.5
60,Boulder,K,D,9,K09,K9D,DK9,6.866666667,15,1.02,2.73,3.34,0,0.2732,0,0.2732,1,green,15,44.4,3.17143,18.50667,55,52.3167,54.3,54.7,52.7,NA,40.0333,33.95,23.9333,9.7,NA,NA,NA,NA
61,Boulder,K,D,10,K10,K10D,DK10,7.55625,15,0.79,1.3,2.22,0.0457,0.0355,0.0457,0.1269,1,green,3,6.9,2.3,9.7,40.64,29.1833,32.3,38,39.07,NA,31.5667,25.7,16.2,7.35,NA,NA,-1.2,-1.75
62,Boulder,K,D,11,K11,K11D,DK11,10.3,15,0.28,0.63,1.8,0.1812,0.0421,0.1812,0.4045,1,green,2,9,4.5,13.76667,69.9,55.4833,25.2,54.6,51.38,NA,30.0333,22.5,16.3,8.4,NA,NA,NA,NA
63,Boulder,K,D,12,K12,K12D,DK12,7.2,15,1.37,1.95,3.47,0,0.16,0,0.16,1,green,14,47.3,3.37857,9.21875,53.4,52.6,52.7,52.5,52.6025,NA,41.8667,28.95,20.3667,7.05,-3.75,-4,-0.7,-1.75
64,Boulder,K,D,13,K13,K13D,DK13,8.058333333,15,tr,tr,tr,tr,0.1083,0,0.1083,1,green,12,26.4,2.2,7.31538,45.4,41.2,38.5,37.8,37.95,NA,27.1,24,18.2333,8.4,NA,NA,NA,NA
65,Boulder,K,D,14,K14,K14D,DK14,8.191666667,15,tr,tr,tr,tr,0.0394,0,0.0394,1,green,4,11.3,2.825,7.26,47.4,45.8667,46.9,46.9,46.26,NA,30.0667,20.9,15.3333,7.05,NA,NA,NA,NA
66,Boulder,K,D,15,K15,K15D,DK15,6.95,15,1.18,1.85,3.24,0,0.1768,0,0.1768,1,green,15,56.4,3.76,12.70588,47.3,45.05,45.1,45.3,45.51,NA,41.1,39.65,28.6667,11.75,NA,NA,NA,NA
67,Boulder,K,D,16,K16,K16D,DK16,9.3,15,tr,tr,tr,tr,0.0404,0,0.0404,1,green,6,17.8,2.96667,5.1,73.5,73.3,72.2,73.2,71.175,NA,31.4667,22.15,13.7,5.9,NA,NA,NA,NA
68,Boulder,K,D,17,K17,K17D,DK17,6.94,15,0.93,1.9,4.38,0.1039,0.3323,0.1039,0.5401,1,green,19,58,2.9,15.81818,70.1,69.5333,68.6,68.9,68.4225,NA,54.2333,39.25,24,10.5,NA,NA,NA,NA
69,Boulder,W,ND,1,W01,W1ND,NDW1,26.125,28,2.62,2.49,4.54,0,0.2692,0.042,0.3112,1,green,11,48.4,4.4,31.89231,73,72.66,72.65,71,72.39,50.4667,35.95,32.9,19.2333,8.8,-6.5,-2.95,NA,NA
70,Boulder,W,ND,2,W02,W2ND,NDW2,28.2875,28,0.54,1.24,1.92,0,0.0196,0.136,0.1556,1,green,2,6.7,3.35,7.16667,53.3,45.18,36.8,39.4,40.005,32,17.45,13,7.8667,4.3,NA,NA,NA,NA
71,Boulder,W,ND,3,W03,W3ND,NDW3,27.38,28,1.61,1.75,4.01,0,0.2466,0,0.2466,1,green,11,46.9,4.26364,23.87692,79.5,78.66,78.9,77.6,74.93,74.3,52.6,36.1,24.1667,9.7,-5,-5.1,NA,NA
72,Boulder,W,ND,4,W04,W4ND,NDW4,28.54,28,2.07,1.95,4.57,0,0.3003,0,0.3003,1,green,17,52.8,3.10588,17.76842,84.6,83.68,83.8,81.4,83.185,59.1333,45.5,31.7,15.5,6.15,NA,NA,-0.19,-1.84
73,Boulder,W,ND,5,W05,W5ND,NDW5,NA,28,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,9.1,8.5,7.0333,4.4333,3.35,NA,NA,NA,NA
74,Boulder,W,ND,6,W06,W6ND,NDW6,27.21,28,1.78,2.22,4.68,0,0.1117,0,0.1117,1,green,8,24.4,3.05,11.61,66.4,66.04,65.5,64.2,66.04,49.1,31.95,21.2667,9.8333,4.8,-3.55,-7,NA,NA
75,Boulder,W,ND,7,W07,W7ND,NDW7,28.15,28,0.98,1.79,3.72,0,0.2266,0.1912,0.4178,1,green,12,34,2.83333,17.38571,65.5,60.84,62.6,52.6,56.515,40.8333,36.75,23.1333,11.6333,6.2,NA,NA,-0.22,-1.5
76,Boulder,W,ND,8,W08,W8ND,NDW8,27.8,28,2.02,1.64,4.68,0,0.157,0,0.157,1,green,5,18.4,3.68,26.53333,63.9,60,61.65,58.8,57.15,43.7667,31.2,19.4,9.6333,5.65,NA,NA,NA,NA
77,Boulder,W,ND,9,W09,W9ND,NDW9,28.425,28,1.38,1.66,4.11,0,0.0785,0.1436,0.2221,1,green,6,22.8,3.8,10.94286,79,78.3,78.15,75.6,74.295,54.9667,34.7,27.5667,17.0333,6.7,-6.1,-6.1,NA,NA
78,Boulder,W,ND,10,W10,W10ND,NDW10,26.4,28,2.04,2.98,4.17,0,0.1921,0.0273,0.2194,1,green,12,46.1,3.84167,26.70714,73.3,72.88,72.9,72,73.025,60.4,47.25,38.1,21.5667,7.35,-4,-5.05,NA,NA
79,Boulder,W,ND,11,W11,W11ND,NDW11,NA,28,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,7.4,7.4,7.2,6.3,5.25,NA,NA,NA,NA
80,Boulder,W,ND,12,W12,W12ND,NDW12,28.29,28,1.4,1.67,3.65,0,0.1246,0,0.1246,1,green,9,28.4,3.15556,17.94545,74.7,65.8,70.2,69.1,69.85,55.1667,41.5,32.5333,13,5.35,-1.9,-2.9,NA,NA
81,Boulder,W,ND,13,W13,W13ND,NDW13,28.3375,28,0.55,0.89,2.1,0,0,0.0578,0.0578,1,NA,0,0,NA,NA,70.5,59.46,41.05,33.7,29.845,9.6333,8.35,8.4333,7.9,6.4,NA,NA,NA,NA
82,Boulder,W,ND,14,W14,W14ND,NDW14,27.875,28,2.01,3.05,4.68,0,0.4219,0,0.4219,1,green,20,73.2,3.85263,26.35714,73.8,72.52,71.85,71.8,72.39,57.0333,38.75,36.0333,25.5,9.8,-4.95,-3.7,NA,NA
83,Boulder,W,ND,15,W15,W15ND,NDW15,28.6125,28,1.21,1.95,4.49,0,0.1088,0.0608,0.1696,1,green,11,32.2,2.92727,10.90769,67.5,63.56,63.15,62.5,62.865,53.1667,31.25,18.6667,7.6,3.25,NA,NA,NA,NA
84,Boulder,W,ND,16,W16,W16ND,NDW16,29.3,28,0.2,0.65,0.85,0,0,0.0836,0.0836,1,NA,0,0,NA,NA,65.1,49.38,26.05,16.9,11.43,7.4667,6.8,5.1667,4.8,3.8,NA,NA,NA,NA
85,Boulder,W,ND,17,W17,W17ND,NDW17,NA,28,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,Boulder,W,D,1,W01,W1D,DW1,11.69375,27,0.27,0.68,1.26,0,0,0.0393,0.0393,1,NA,0,0,NA,NA,53,44.02,33.5,34.2,25.4,6.5667,6.1,5.9,5.1,4.05,-0.5,-1.6,NA,NA
87,Boulder,W,D,2,W02,W2D,DW2,7.95,27,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,6.6,NA,NA,NA,NA,6.4,5.5,5.0667,5,3.9,NA,NA,NA,NA
88,Boulder,W,D,3,W03,W3D,DW3,7.88125,27,1.28,3.04,4.05,0,0.1934,0,0.1934,1,green,12,45.2,3.76667,18.45,52.3,51.72,50.85,49.2,50.8,44.3,36.85,30.4333,18.4,8.25,-4.5,-4.5,NA,NA
89,Boulder,W,D,4,W04,W4D,DW4,10.55625,27,0.84,0.99,2.56,0,0.0184,0.0215,0.0399,1,green,2,6.4,3.2,9.83333,56.5,52.3,50.2,50.2,50.8,31.6667,18.3,10.6667,6.9,4.2,NA,NA,-0.22,-1.48
90,Boulder,W,D,5,W05,W5D,DW5,8.4125,27,0.23,tr,tr,tr,0.2618,0.0654,0.3272,1,green,17,54.7,3.21765,21.32632,57.6,55.12,53.95,53.4,54.61,51.7333,32.6,25.6333,14.6,5.45,NA,NA,NA,NA
91,Boulder,W,D,6,W06,W6D,DW6,10.35,27,0.23,1.9,2.21,0,0.0452,0.1398,0.185,1,green,1,3.4,3.4,22.6,57.7,47.64,41.05,40.3,40.64,22.3333,17.8,16.2,10.8333,5.25,-1.5,-1.7,NA,NA
92,Boulder,W,D,7,W07,W7D,DW7,8.735714286,27,0.75,2.06,3.17,0,0.1671,0.0678,0.2349,1,green,7,23.2,3.31429,29.4875,57.2,54.94,53.9,53.9,52.705,38.2333,41.5,33.4333,21.0667,8.5,NA,NA,-0.39,-1.84
93,Boulder,W,D,8,W08,W8D,DW8,10.95,27,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,6,NA,NA,NA,NA,6,6,5.9667,5.3333,4.45,NA,NA,NA,NA
94,Boulder,W,D,9,W09,W9D,DW9,11.0625,27,0.64,1.26,2.26,0,0,0.1659,0.1659,1,NA,0,0,NA,NA,73.4,72.86,72.3,65.1,33.02,19.7667,7.75,6.2,5.3333,4.35,-3.4,-2.15,NA,NA
95,Boulder,W,D,10,W10,W10D,DW10,8.541666667,27,0.8,1.61,2.74,0,0.1038,0,0.1038,1,green,7,28.2,4.02857,18.14444,54,52.36,52.9,52.2,51.435,51.6333,41.65,28.3,15.3333,7.1,-6.5,-5.7,NA,NA
96,Boulder,W,D,11,W11,W11D,DW11,7.46875,27,tr,tr,tr,tr,0.3161,0,0.3161,1,green,13,53.9,4.14615,30.59333,50.8,43.54,47.05,50.8,50.165,44.1333,37.35,31.5667,22.5333,8.3,NA,NA,NA,NA
97,Boulder,W,D,12,W12,W12D,DW12,8.6,27,1.15,1.77,3.69,0,0.1587,0.0606,0.2193,1,green,6,19.5,3.25,35.58571,68,67.88,67.4,67.9,64.77,52.7667,35.7,28.6333,13,3.95,-6.5,-7,NA,NA
98,Boulder,W,D,13,W13,W13D,DW13,7.621428571,27,tr,tr,tr,tr,0.241,0,0.241,1,green,12,41.4,3.45,26.21538,73.66,70.78,72.85,73.5,73.66,59.4,36.1,26.2,14.8333,6.7,NA,NA,NA,NA
99,Boulder,W,D,14,W14,W14D,DW14,13.02,27,0.21,1,1.45,0,0,0.0771,0.0771,1,NA,0,0,NA,NA,57.1,49.64,39.45,31.5,17.78,11.4,11.2,11.1333,10.3,6.45,-0.35,-1.4,NA,NA
100,Boulder,W,D,15,W15,W15D,DW15,6.778571429,27,tr,tr,tr,tr,0.2782,0.0388,0.317,1,green,27,78.6,2.91111,14.18621,69,64.18,62.85,61.6,60.96,58.6667,38.25,27.1,16.1333,5.6,NA,NA,NA,NA
101,Boulder,W,D,16,W16,W16D,DW16,NA,27,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,6.2,6.1,6,5.8333,5.35,NA,NA,NA,NA
102,Boulder,W,D,17,W17,W17D,DW17,NA,27,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,Boulder,BT,ND,1,BT01,BT1ND,NDBT1,27.12,6,2.22,2.18,4.25,0,0.2583,0.011,0.2693,1,green,12,43.2,3.6,19.71538,58.3,54.04,54.15,53.9,52.07,51.1667,33.65,24,12.9333,4.65,-2.85,-3,NA,NA
104,Boulder,BT,ND,2,BT02,BT2ND,NDBT2,26.88,6,1.88,1.78,4.57,0.0069,0.264,0.2186,0.4895,1,green,17,59.5,3.5,25.77368,63,60.14,57.05,56.5,57.15,49.6333,40.15,30.3667,19.0667,5.55,NA,NA,-0.31,-2.06
